,x,y,z
157342,5951811.61,2159944.99,72.57000000000001
157343,5951810.53,2159943.81,74.54
157344,5951810.3,2159944.14,74.9
157345,5951809.84,2159944.23,75.39
157346,5951810.600000001,2159943.68,73.79
157347,5951811.15,2159943.68,74.15
157348,5951810.83,2159943.74,74.74
157349,5951811.0600000005,2159944.0,75.13
157350,5951811.22,2159944.37,74.84
157351,5951807.12,2159949.94,73.03
157352,5951811.65,2159949.71,72.51
157353,5951812.04,2159949.48,73.03
157354,5951806.0,2159945.74,76.18
157355,5951805.91,2159945.87,77.10000000000001
157356,5951807.51,2159945.02,76.31
157357,5951807.97,2159944.96,76.8
157358,5951806.2700000005,2159945.7800000003,77.26
157359,5951806.17,2159945.94,78.12
157360,5951808.2,2159945.09,77.59
157361,5951807.61,2159945.5100000002,78.51
157362,5951809.12,2159944.46,76.21000000000001
157363,5951809.48,2159944.43,75.89
157364,5951808.96,2159944.89,76.77
157365,5951810.79,2159943.84,75.75
157366,5951811.32,2159944.86,75.49
157367,5951810.99,2159944.1,76.12
157368,5951810.600000001,2159944.04,76.77
157369,5951811.55,2159945.12,75.79
157370,5951811.55,2159945.68,76.44
157371,5951811.78,2159945.94,76.77
157372,5951809.22,2159944.82,78.41
157373,5951810.4,2159944.2,78.15
157374,5951811.55,2159946.24,77.56
157375,5951811.19,2159945.38,78.51
157376,5951811.350000001,2159945.7800000003,78.05
157377,5951806.43,2159947.09,75.89
157378,5951806.63,2159947.32,76.15
157379,5951806.96,2159948.37,77.3
157380,5951812.01,2159947.52,76.08
157381,5951811.61,2159949.52,75.79
157382,5951811.71,2159946.6,77.36
157383,5951811.97,2159947.55,78.74
157384,5951810.53,2159949.39,77.79
157385,5951810.100000001,2159949.7800000003,77.66
157386,5951810.96,2159949.45,77.82000000000001
157387,5951807.18,2159945.7800000003,79.10000000000001
157388,5951806.43,2159945.94,79.43
157389,5951806.79,2159945.87,79.69
157390,5951806.69,2159946.1,80.15
157391,5951807.51,2159945.55,81.4
157392,5951809.68,2159944.5,78.94
157393,5951810.3,2159944.46,79.92
157394,5951810.66,2159944.33,79.07000000000001
157395,5951810.17,2159944.73,80.61
157396,5951810.5600000005,2159944.5,81.14
157397,5951809.8100000005,2159944.89,81.04
157398,5951809.05,2159945.09,81.99
157399,5951809.48,2159944.99,81.86
157400,5951810.73,2159944.89,80.77
157401,5951810.96,2159945.19,80.94
157402,5951806.5,2159947.02,79.13
157403,5951807.84,2159949.75,79.99
157404,5951807.71,2159949.19,81.04
157405,5951812.04,2159948.11,79.69
157406,5951811.45,2159949.09,78.9
157407,5951811.75,2159948.99,80.64
157408,5951812.14,2159948.5300000003,81.53
157409,5951811.12,2159949.19,81.43
157410,5951807.15,2159945.58,82.41
157411,5951806.5,2159945.91,82.58
157412,5951806.99,2159945.91,82.48
157413,5951808.2700000005,2159945.2800000003,82.45
157414,5951808.86,2159945.12,82.84
157415,5951807.8100000005,2159945.48,83.07000000000001
157416,5951806.82,2159945.7800000003,84.68
157417,5951806.17,2159945.55,84.81
157418,5951806.36,2159945.84,84.94
157419,5951807.25,2159946.3,84.94
157420,5951806.63,2159946.04,85.43
157421,5951807.05,2159945.87,85.4
157422,5951807.45,2159945.55,83.86
157423,5951807.350000001,2159945.68,84.91
157424,5951807.68,2159945.65,84.94
157425,5951808.600000001,2159945.05,84.88
157426,5951808.100000001,2159945.42,84.88
157427,5951811.0600000005,2159945.58,82.45
157428,5951811.45,2159946.24,82.32000000000001
157429,5951811.65,2159946.5,82.51
157430,5951810.43,2159943.81,84.81
157431,5951809.42,2159944.7600000002,84.78
157432,5951810.63,2159944.14,84.68
157433,5951809.84,2159944.69,84.68
157434,5951810.43,2159944.5300000003,85.27
157435,5951810.79,2159944.4,84.84
157436,5951809.19,2159944.99,84.88
157437,5951810.600000001,2159944.89,85.07000000000001
157438,5951809.97,2159946.2,84.94
157439,5951811.19,2159945.87,84.97
157440,5951811.38,2159946.2,84.91
157441,5951807.18,2159947.91,82.48
157442,5951806.99,2159947.58,82.61
157443,5951807.38,2159948.2,82.68
157444,5951807.45,2159948.99,83.07000000000001
157445,5951807.71,2159949.19,83.66
157446,5951807.87,2159949.45,83.79
157447,5951807.15,2159947.91,84.97
157448,5951807.94,2159946.56,84.94
157449,5951808.14,2159946.86,85.07000000000001
157450,5951808.2700000005,2159946.6,84.78
157451,5951808.5,2159946.89,84.94
157452,5951807.18,2159948.7,84.97
157453,5951808.5600000005,2159948.5,84.78
157454,5951808.3,2159948.96,84.81
157455,5951808.14,2159949.52,84.84
157456,5951812.01,2159947.97,82.48
157457,5951811.88,2159947.38,83.69
157458,5951809.68,2159949.61,82.55
157459,5951810.100000001,2159949.32,82.58
157460,5951811.61,2159949.02,82.51
157461,5951809.58,2159946.63,84.88
157462,5951809.28,2159947.29,84.84
157463,5951809.05,2159947.81,84.94
157464,5951809.48,2159947.58,84.97
157465,5951810.3,2159947.84,84.84
157466,5951810.5,2159948.11,85.01
157467,5951811.71,2159947.02,83.99
157468,5951811.58,2159946.5300000003,84.74
157469,5951811.78,2159947.71,85.07000000000001
157470,5951811.94,2159948.0100000002,85.01
157471,5951810.01,2159949.42,84.68
157472,5951810.2,2159949.68,84.84
157473,5951811.5200000005,2159948.79,84.55
157474,5951811.29,2159948.37,84.91
157475,5951812.14,2159948.34,84.94
157476,5951811.91,2159948.7600000002,84.88
157477,5951812.34,2159948.66,84.94
157478,5951811.75,2159948.96,85.2
157479,5951812.63,2159947.45,72.54
157480,5951812.86,2159947.65,72.77
157481,5951812.76,2159947.91,73.23
157482,5951812.96,2159948.17,73.33
157483,5951813.29,2159948.96,72.47
157484,5951813.16,2159948.43,73.56
157485,5951812.99,2159948.73,74.15
157486,5951813.16,2159949.06,73.98
157487,5951812.8,2159948.3,74.7
157488,5951812.8,2159948.86,75.79
157489,5951812.5,2159948.7,77.89
157490,5951812.57,2159949.02,84.78
157491,5951807.51,2159950.44,73.52
157492,5951807.32,2159950.7,74.44
157493,5951807.48,2159951.12,73.85000000000001
157494,5951807.97,2159950.89,74.31
157495,5951809.58,2159950.73,72.24
157496,5951809.68,2159950.0100000002,78.28
157497,5951808.01,2159950.04,80.05
157498,5951808.23,2159950.27,80.45
157499,5951808.2,2159950.27,82.91
157500,5951808.86,2159950.0100000002,84.51
157501,5951808.37,2159950.57,84.91
157502,5951808.53,2159950.0100000002,85.43
157503,5951803.7700000005,2159939.77,87.96000000000001
157504,5951804.07,2159939.44,87.86
157505,5951804.43,2159939.38,88.02
157506,5951804.89,2159939.12,88.12
157507,5951798.850000001,2159941.5100000002,87.3
157508,5951799.8,2159941.25,87.43
157509,5951801.44,2159940.5300000003,87.66
157510,5951800.75,2159940.89,87.57000000000001
157511,5951802.39,2159940.0,87.89
157512,5951803.3100000005,2159939.9,87.99
157513,5951808.33,2159937.74,87.83
157514,5951807.58,2159938.13,88.02
157515,5951807.18,2159938.33,88.19
157516,5951806.82,2159938.62,88.39
157517,5951805.54,2159939.05,88.29
157518,5951810.4,2159937.15,87.73
157519,5951811.94,2159936.43,87.3
157520,5951806.23,2159938.3,88.94
157521,5951806.0,2159938.5300000003,88.98
157522,5951806.43,2159938.56,89.07000000000001
157523,5951806.59,2159938.85,89.14
157524,5951806.2700000005,2159938.62,89.93
157525,5951805.97,2159938.56,91.83
157526,5951807.61,2159945.65,86.45
157527,5951808.01,2159945.42,87.14
157528,5951806.36,2159945.81,87.63
157529,5951806.59,2159946.07,87.76
157530,5951808.46,2159945.12,87.53
157531,5951807.91,2159945.5100000002,88.25
157532,5951808.2700000005,2159945.55,88.09
157533,5951807.64,2159945.7800000003,88.71000000000001
157534,5951809.68,2159944.79,86.06
157535,5951810.100000001,2159944.7600000002,85.63
157536,5951809.48,2159944.99,86.35000000000001
157537,5951809.09,2159945.19,87.01
157538,5951810.83,2159945.05,85.66
157539,5951811.0200000005,2159945.38,85.66
157540,5951810.43,2159944.5,88.22
157541,5951811.350000001,2159946.27,87.24
157542,5951806.86,2159947.12,85.99
157543,5951807.0200000005,2159947.42,86.02
157544,5951807.15,2159947.88,87.17
157545,5951807.68,2159949.22,88.88
157546,5951809.65,2159949.55,87.07000000000001
157547,5951812.2,2159948.6,86.97
157548,5951811.58,2159946.5300000003,87.57000000000001
157549,5951811.75,2159947.35,88.55
157550,5951811.94,2159947.58,88.84
157551,5951809.91,2159949.68,87.93
157552,5951810.2,2159949.39,87.7
157553,5951810.600000001,2159949.22,88.16
157554,5951807.18,2159945.81,89.17
157555,5951806.33,2159945.74,89.89
157556,5951806.5,2159946.0100000002,90.06
157557,5951806.89,2159945.87,90.16
157558,5951807.48,2159945.61,91.27
157559,5951808.04,2159945.35,91.93
157560,5951809.88,2159944.66,89.3
157561,5951810.2700000005,2159944.56,89.73
157562,5951810.100000001,2159944.66,90.45
157563,5951810.7,2159944.56,89.4
157564,5951810.5600000005,2159944.5300000003,91.27
157565,5951809.71,2159944.89,91.08
157566,5951809.28,2159945.09,91.7
157567,5951810.73,2159944.92,90.91
157568,5951810.92,2159945.25,90.85000000000001
157569,5951811.12,2159945.48,91.17
157570,5951811.29,2159945.71,91.37
157571,5951811.15,2159945.94,91.76
157572,5951811.350000001,2159946.17,91.99
157573,5951807.91,2159949.45,89.21000000000001
157574,5951807.71,2159949.75,90.58
157575,5951806.86,2159947.15,91.24
157576,5951807.55,2159949.29,91.21000000000001
157577,5951812.14,2159947.7800000003,89.24
157578,5951811.94,2159948.0100000002,89.34
157579,5951812.14,2159948.27,89.57000000000001
157580,5951812.37,2159948.5300000003,89.86
157581,5951811.94,2159948.7600000002,90.32000000000001
157582,5951810.53,2159949.29,92.19
157583,5951811.15,2159949.16,91.27
157584,5951803.0200000005,2159939.84,97.87
157585,5951804.89,2159939.21,98.10000000000001
157586,5951804.53,2159939.44,98.13
157587,5951805.38,2159939.05,98.2
157588,5951799.67,2159941.35,97.38
157589,5951803.64,2159939.87,97.83
157590,5951806.2,2159938.72,92.49
157591,5951805.61,2159938.62,93.21000000000001
157592,5951806.0,2159939.15,93.7
157593,5951806.100000001,2159940.2600000002,93.86
157594,5951807.22,2159939.94,93.8
157595,5951806.17,2159940.86,94.03
157596,5951806.07,2159941.5100000002,94.09
157597,5951805.97,2159940.92,95.41
157598,5951807.41,2159940.23,93.93
157599,5951807.61,2159940.5300000003,93.93
157600,5951807.84,2159940.86,94.03
157601,5951808.01,2159941.12,94.13
157602,5951808.2,2159941.41,94.23
157603,5951806.17,2159942.5,94.39
157604,5951806.04,2159942.1,94.88
157605,5951808.4,2159941.64,94.42
157606,5951808.600000001,2159941.97,94.42
157607,5951808.79,2159942.27,94.49
157608,5951808.99,2159942.59,94.46000000000001
157609,5951809.15,2159942.89,94.59
157610,5951808.17,2159937.8,97.64
157611,5951806.07,2159938.56,98.82000000000001
157612,5951806.46,2159938.46,98.23
157613,5951807.12,2159938.39,98.16
157614,5951807.51,2159938.07,97.93
157615,5951805.91,2159941.5100000002,96.0
157616,5951806.3,2159942.92,96.33
157617,5951805.94,2159942.23,96.69
157618,5951806.13,2159942.56,96.72
157619,5951805.97,2159942.86,97.11
157620,5951809.09,2159942.7600000002,98.06
157621,5951806.33,2159946.0100000002,92.29
157622,5951806.59,2159945.94,93.8
157623,5951808.5600000005,2159945.15,92.65
157624,5951808.96,2159945.09,93.01
157625,5951808.2700000005,2159945.48,92.78
157626,5951807.8100000005,2159945.48,93.24
157627,5951806.100000001,2159944.86,94.68
157628,5951807.18,2159945.55,94.72
157629,5951806.07,2159945.68,95.01
157630,5951806.33,2159944.99,95.34
157631,5951806.23,2159946.0100000002,94.95
157632,5951806.89,2159945.94,95.31
157633,5951806.63,2159946.5300000003,95.21000000000001
157634,5951807.74,2159945.61,95.14
157635,5951808.100000001,2159945.45,94.88
157636,5951808.600000001,2159945.2800000003,95.05
157637,5951811.58,2159946.4,92.36
157638,5951810.2,2159943.41,94.72
157639,5951810.53,2159944.04,94.59
157640,5951809.8100000005,2159943.61,95.47
157641,5951810.37,2159943.68,94.75
157642,5951809.68,2159944.69,94.91
157643,5951810.14,2159944.33,94.88
157644,5951809.97,2159943.94,95.24
157645,5951810.33,2159944.56,95.18
157646,5951810.73,2159944.27,94.78
157647,5951810.92,2159944.56,94.88
157648,5951809.25,2159944.96,94.88
157649,5951810.04,2159946.14,94.98
157650,5951810.73,2159945.09,95.54
157651,5951811.32,2159946.17,94.91
157652,5951811.09,2159945.74,95.41
157653,5951807.09,2159948.0100000002,92.78
157654,5951806.89,2159947.65,93.14
157655,5951807.25,2159948.43,92.29
157656,5951807.45,2159948.57,93.08
157657,5951806.76,2159947.52,95.44
157658,5951807.97,2159946.69,94.98
157659,5951808.5,2159946.92,94.88
157660,5951809.05,2159947.84,94.91
157661,5951807.15,2159948.2,95.11
157662,5951807.84,2159949.61,94.26
157663,5951808.92,2159948.24,95.14
157664,5951807.71,2159949.58,95.41
157665,5951809.74,2159949.52,93.01
157666,5951810.07,2159949.35,92.49
157667,5951809.25,2159947.29,94.91
157668,5951809.45,2159947.61,94.95
157669,5951810.07,2159947.71,94.88
157670,5951810.2700000005,2159948.0100000002,94.98
157671,5951811.8100000005,2159947.19,94.39
157672,5951812.01,2159947.52,94.39
157673,5951811.48,2159946.47,94.91
157674,5951811.65,2159946.79,94.82000000000001
157675,5951810.2,2159949.68,94.82000000000001
157676,5951811.5200000005,2159948.66,94.75
157677,5951811.32,2159948.34,94.75
157678,5951811.75,2159948.86,95.14
157679,5951811.97,2159948.27,95.41
157680,5951812.14,2159948.6,95.21000000000001
157681,5951811.0600000005,2159949.25,94.91
157682,5951812.37,2159949.02,94.88
157683,5951812.11,2159949.45,95.28
157684,5951812.3,2159949.7800000003,95.24
157685,5951806.33,2159943.7800000003,96.0
157686,5951807.48,2159945.5100000002,96.39
157687,5951808.04,2159945.48,97.08
157688,5951806.13,2159943.81,97.93
157689,5951806.07,2159944.56,98.59
157690,5951806.4,2159946.04,98.13
157691,5951806.3,2159944.82,98.75
157692,5951808.46,2159945.15,97.54
157693,5951808.2700000005,2159945.68,97.7
157694,5951807.48,2159945.74,98.82000000000001
157695,5951809.61,2159943.22,95.67
157696,5951810.600000001,2159944.69,95.93
157697,5951809.51,2159944.92,96.33
157698,5951809.91,2159944.7600000002,95.87
157699,5951810.92,2159945.32,95.9
157700,5951809.51,2159943.25,98.59
157701,5951810.100000001,2159944.1,98.79
157702,5951811.19,2159946.1,98.03
157703,5951810.99,2159945.68,98.59
157704,5951807.05,2159947.55,96.65
157705,5951807.05,2159947.7800000003,97.93
157706,5951806.92,2159947.32,98.56
157707,5951807.41,2159948.37,97.8
157708,5951807.55,2159949.06,98.75
157709,5951807.74,2159949.32,98.95
157710,5951811.8100000005,2159947.81,96.0
157711,5951811.68,2159947.25,97.08
157712,5951811.350000001,2159946.56,97.54
157713,5951811.55,2159946.79,97.74000000000001
157714,5951809.71,2159949.61,97.97
157715,5951810.5600000005,2159949.25,98.0
157716,5951809.28,2159949.7800000003,98.46000000000001
157717,5951812.53,2159949.32,94.85000000000001
157718,5951808.01,2159950.17,87.60000000000001
157719,5951811.88,2159956.21,88.22
157720,5951808.53,2159950.11,90.55
157721,5951803.25,2159959.62,86.78
157722,5951804.26,2159959.36,86.97
157723,5951799.21,2159961.36,86.25
157724,5951799.67,2159961.16,86.42
157725,5951800.0,2159960.97,86.35000000000001
157726,5951807.15,2159958.18,87.43
157727,5951807.91,2159957.75,87.57000000000001
157728,5951807.55,2159958.0100000002,87.60000000000001
157729,5951808.4,2159957.62,87.63
157730,5951808.89,2159957.55,87.7
157731,5951810.17,2159956.83,87.86
157732,5951810.96,2159956.67,87.89
157733,5951809.09,2159949.94,93.8
157734,5951808.07,2159949.88,94.49
157735,5951808.3,2159950.07,95.05
157736,5951807.87,2159949.91,95.28
157737,5951808.07,2159950.21,95.31
157738,5951808.4,2159950.93,94.85000000000001
157739,5951808.600000001,2159951.22,94.95
157740,5951808.79,2159951.52,95.01
157741,5951812.47,2159950.24,94.62
157742,5951812.47,2159950.93,94.49
157743,5951809.61,2159952.4,94.49
157744,5951809.78,2159952.7,94.46000000000001
157745,5951811.55,2159954.86,93.86
157746,5951812.53,2159955.55,93.63
157747,5951812.53,2159954.04,95.28
157748,5951811.78,2159954.93,94.98
157749,5951808.2700000005,2159950.4,95.67
157750,5951808.04,2159950.21,97.77
157751,5951812.34,2159950.34,95.60000000000001
157752,5951810.07,2159952.86,97.01
157753,5951812.57,2159953.09,96.13
157754,5951812.4,2159951.75,96.75
157755,5951812.37,2159950.27,98.49000000000001
157756,5951809.88,2159952.47,97.44
157757,5951809.22,2159951.94,98.26
157758,5951810.24,2159953.19,96.95
157759,5951810.96,2159954.21,95.67
157760,5951811.84,2159956.24,98.2
157761,5951804.92,2159959.0,97.05
157762,5951805.94,2159958.77,97.11
157763,5951809.51,2159957.19,97.77
157764,5951810.01,2159957.0300000003,97.87
157765,5951810.3,2159956.7,97.7
157766,5951810.73,2159956.57,97.9
157767,5951810.5,2159956.96,97.93
157768,5951813.58,2159955.49,88.16
157769,5951814.07,2159955.49,88.09
157770,5951812.76,2159955.82,88.62
157771,5951814.83,2159955.23,88.02
157772,5951815.32,2159954.9,87.89
157773,5951816.57,2159954.54,87.7
157774,5951818.96,2159953.39,87.2
157775,5951817.68,2159953.95,87.5
157776,5951815.91,2159954.83,87.86
157777,5951812.96,2159955.98,89.17
157778,5951812.7,2159955.7800000003,90.55
157779,5951812.93,2159955.91,91.37
157780,5951820.57,2159952.8,87.01
157781,5951821.29,2159952.5300000003,86.91
157782,5951822.28,2159952.47,86.61
157783,5951825.59,2159950.7600000002,86.22
157784,5951825.36,2159951.09,86.32000000000001
157785,5951823.42,2159951.65,86.61
157786,5951824.11,2159951.62,86.48
157787,5951819.62,2159953.19,87.11
157788,5951819.29,2159953.42,87.2
157789,5951812.63,2159950.57,94.55
157790,5951812.66,2159951.2600000002,94.36
157791,5951812.53,2159951.88,94.32000000000001
157792,5951812.73,2159952.24,94.19
157793,5951812.63,2159953.0300000003,94.06
157794,5951812.83,2159954.27,93.86
157795,5951812.7,2159955.85,93.63
157796,5951812.63,2159953.88,94.0
157797,5951812.7,2159954.6,94.23
157798,5951812.57,2159952.14,96.42
157799,5951812.53,2159950.73,97.93
157800,5951815.850000001,2159954.67,97.67
157801,5951814.01,2159955.49,98.10000000000001
157802,5951813.12,2159955.7800000003,98.95
157803,5951814.73,2159955.13,97.93
157804,5951816.93,2159954.4,97.67
157805,5951820.600000001,2159952.9,97.05
157806,5951824.0200000005,2159951.48,96.42
157807,5951819.29,2159953.52,96.95
157808,5951831.79,2159948.63,85.3
157809,5951839.11,2159945.74,84.15
157810,5951835.3,2159947.22,84.71000000000001
157811,5951837.11,2159946.43,84.45
157812,5951847.21,2159942.36,82.91
157813,5951847.97,2159942.33,82.78
157814,5951852.17,2159940.63,82.15
157815,5951849.7700000005,2159941.64,82.51
157816,5951850.66,2159941.08,82.32000000000001
157817,5951851.41,2159941.05,82.22
157818,5951841.01,2159945.12,83.89
157819,5951845.41,2159943.38,83.23
157820,5951844.55,2159943.5100000002,83.2
157821,5951842.75,2159944.3,83.60000000000001
157822,5951846.23,2159942.89,83.04
157823,5951831.07,2159948.73,85.37
157824,5951831.5,2159948.66,95.28
157825,5951838.91,2159945.55,94.19
157826,5951834.42,2159947.42,94.75
157827,5951834.68,2159947.29,94.68
157828,5951835.5,2159947.12,94.65
157829,5951833.23,2159947.88,94.91
157830,5951832.71,2159948.27,95.14
157831,5951836.0200000005,2159946.79,94.52
157832,5951837.93,2159946.04,94.23
157833,5951849.7700000005,2159941.54,92.49
157834,5951851.34,2159940.89,92.19
157835,5951842.58,2159944.37,93.60000000000001
157836,5951840.62,2159945.02,93.83
157837,5951840.26,2159945.35,94.06
157838,5951843.54,2159944.0,93.37
157839,5951844.55,2159943.61,93.31
157840,5951845.18,2159943.32,93.18
157841,5951846.62,2159942.82,92.95
157842,5951847.11,2159942.59,92.78
157843,5951826.84,2159950.4,85.93
157844,5951828.05,2159950.04,85.96000000000001
157845,5951828.71,2159949.68,95.67
157846,5951858.17,2159918.68,81.2
157847,5951855.91,2159919.5,81.5
157848,5951856.89,2159919.17,81.36
157849,5951853.7700000005,2159920.45,81.89
157850,5951854.4,2159920.19,81.66
157851,5951859.32,2159918.15,81.07000000000001
157852,5951859.91,2159918.05,81.04
157853,5951861.84,2159917.1,80.58
157854,5951860.7,2159917.59,80.87
157855,5951862.3,2159916.9,80.61
157856,5951863.39,2159916.61,80.54
157857,5951864.14,2159916.45,80.38
157858,5951867.42,2159914.9,79.95
157859,5951871.92,2159913.16,79.33
157860,5951870.87,2159913.59,79.56
157861,5951877.13,2159911.16,78.81
157862,5951872.57,2159913.07,79.33
157863,5951872.97,2159913.0,79.36
157864,5951873.72,2159912.71,79.26
157865,5951865.78,2159915.5300000003,80.15
157866,5951866.57,2159915.5300000003,80.18
157867,5951868.47,2159934.2600000002,79.72
157868,5951865.98,2159935.15,79.99
157869,5951871.13,2159933.24,79.36
157870,5951875.69,2159931.47,78.71000000000001
157871,5951875.23,2159931.73,78.81
157872,5951876.48,2159930.98,78.51
157873,5951874.0200000005,2159932.0300000003,78.9
157874,5951872.600000001,2159932.69,79.10000000000001
157875,5951858.76,2159918.35,90.75
157876,5951856.13,2159919.27,90.94
157877,5951860.14,2159917.79,90.58
157878,5951861.29,2159917.5,90.39
157879,5951861.84,2159917.13,90.35000000000001
157880,5951863.68,2159916.61,90.19
157881,5951865.39,2159915.79,89.89
157882,5951864.4,2159916.12,90.03
157883,5951867.0600000005,2159915.23,89.7
157884,5951867.65,2159915.0300000003,89.7
157885,5951871.95,2159913.2,88.94
157886,5951869.65,2159914.18,89.3
157887,5951870.14,2159913.95,89.24
157888,5951876.44,2159911.49,88.39
157889,5951873.75,2159912.71,88.78
157890,5951872.74,2159913.13,88.98
157891,5951874.61,2159912.21,88.65
157892,5951866.11,2159915.59,89.83
157893,5951865.78,2159935.18,90.09
157894,5951865.62,2159935.31,90.16
157895,5951868.08,2159934.33,89.7
157896,5951868.73,2159934.2600000002,89.53
157897,5951868.96,2159933.97,89.57000000000001
157898,5951866.2700000005,2159935.21,90.16
157899,5951871.78,2159933.08,89.21000000000001
157900,5951869.42,2159933.83,89.53
157901,5951874.57,2159931.8,88.71000000000001
157902,5951875.36,2159931.67,88.71000000000001
157903,5951876.97,2159930.98,88.48
157904,5951877.92,2159930.62,98.2
157905,5951880.91,2159909.79,78.28
157906,5951879.07,2159910.54,78.48
157907,5951879.82,2159910.41,78.48
157908,5951880.18,2159910.2800000003,78.41
157909,5951903.51,2159920.48,74.8
157910,5951904.0,2159920.38,74.61
157911,5951883.73,2159928.32,77.49
157912,5951885.47,2159927.57,77.3
157913,5951884.48,2159927.93,77.46000000000001
157914,5951889.01,2159926.16,76.77
157915,5951887.2,2159926.85,77.0
157916,5951885.99,2159927.5,77.33
157917,5951889.89,2159925.93,76.71000000000001
157918,5951889.4,2159926.0300000003,76.84
157919,5951891.11,2159925.57,76.67
157920,5951891.83,2159925.14,76.44
157921,5951879.26,2159929.93,78.12
157922,5951880.05,2159929.8,78.02
157923,5951880.97,2159929.47,77.89
157924,5951895.600000001,2159923.73,75.85000000000001
157925,5951892.98,2159924.7800000003,76.28
157926,5951897.21,2159923.14,75.92
157927,5951897.57,2159922.94,75.62
157928,5951898.92,2159922.45,75.46000000000001
157929,5951896.62,2159923.43,75.95
157930,5951899.8,2159922.12,75.33
157931,5951899.34,2159922.15,75.56
157932,5951881.2700000005,2159909.79,87.86
157933,5951881.82,2159909.49,87.73
157934,5951879.89,2159910.21,87.96000000000001
157935,5951883.0,2159909.0300000003,87.57000000000001
157936,5951883.86,2159908.7,87.43
157937,5951884.51,2159908.54,87.4
157938,5951879.0,2159910.74,88.06
157939,5951879.59,2159910.21,98.03
157940,5951880.41,2159910.05,97.93
157941,5951884.0200000005,2159908.5100000002,97.44
157942,5951903.67,2159920.5100000002,84.71000000000001
157943,5951904.5600000005,2159920.09,84.61
157944,5951904.72,2159920.2800000003,94.46000000000001
157945,5951901.64,2159921.3,94.88
157946,5951883.79,2159928.36,87.47
157947,5951885.53,2159927.6,87.17
157948,5951884.45,2159927.99,87.34
157949,5951889.04,2159926.16,86.75
157950,5951886.25,2159927.27,87.11
157951,5951887.24,2159926.88,86.97
157952,5951890.850000001,2159925.4,86.68
157953,5951890.26,2159925.86,86.52
157954,5951879.89,2159929.7,87.99
157955,5951879.5600000005,2159930.13,88.06
157956,5951881.04,2159929.24,87.83
157957,5951882.09,2159928.88,87.73
157958,5951882.74,2159928.75,87.60000000000001
157959,5951885.07,2159927.96,97.28
157960,5951885.5600000005,2159927.57,97.24000000000001
157961,5951892.0600000005,2159925.14,96.33
157962,5951880.54,2159929.7,97.9
157963,5951882.18,2159928.98,97.7
157964,5951894.78,2159924.09,85.99
157965,5951898.5200000005,2159922.42,85.4
157966,5951897.93,2159922.81,85.5
157967,5951896.69,2159923.4,85.76
157968,5951892.91,2159924.88,86.15
157969,5951899.84,2159922.02,85.27
157970,5951900.75,2159921.79,85.14
157971,5951901.64,2159921.43,85.04
157972,5951893.93,2159924.42,96.0
157973,5951898.49,2159922.68,95.41
157974,5951898.69,2159922.42,95.21000000000001
157975,5951892.8100000005,2159925.0100000002,96.23
157976,5951899.74,2159922.09,95.18
157977,5951900.5200000005,2159922.02,95.11
157978,5951857.32,2159938.7600000002,81.4
157979,5951859.09,2159937.87,81.10000000000001
157980,5951858.04,2159938.36,81.27
157981,5951855.15,2159939.44,81.73
157982,5951855.61,2159939.25,81.63
157983,5951853.28,2159940.2600000002,82.05
157984,5951853.9,2159940.0,81.89
157985,5951861.91,2159936.75,80.71000000000001
157986,5951859.51,2159937.67,81.07000000000001
157987,5951860.5,2159937.44,81.07000000000001
157988,5951862.93,2159936.29,80.48
157989,5951863.65,2159936.23,80.41
157990,5951864.4,2159935.67,80.25
157991,5951856.76,2159938.69,91.37
157992,5951857.25,2159938.49,91.34
157993,5951858.53,2159937.97,91.11
157994,5951859.22,2159937.84,91.08
157995,5951858.3,2159938.13,91.17
157996,5951854.2,2159939.71,91.7
157997,5951854.89,2159939.58,91.7
157998,5951855.7700000005,2159939.08,91.54
157999,5951861.15,2159936.98,90.62
158000,5951861.48,2159936.82,90.75
158001,5951862.14,2159936.75,90.58
158002,5951859.68,2159937.64,90.94
158004,5951817.5200000005,2159934.42,106.63
158005,5951816.8,2159934.52,106.69
158006,5951822.9,2159932.13,105.81
158007,5951820.24,2159933.21,106.17
158008,5951819.42,2159933.44,106.33
158009,5951851.74,2159921.14,101.67
158010,5951848.79,2159922.19,102.10000000000001
158011,5951849.3100000005,2159921.99,102.10000000000001
158012,5951850.98,2159921.47,101.94
158013,5951830.87,2159929.18,104.72
158014,5951833.63,2159927.93,104.2
158015,5951832.61,2159928.58,104.26
158016,5951838.94,2159926.12,103.61
158017,5951836.25,2159927.11,103.87
158018,5951828.7700000005,2159930.0,105.02
158019,5951829.13,2159929.73,104.92
158020,5951829.53,2159929.8,104.89
158021,5951829.89,2159929.63,104.82000000000001
158022,5951830.58,2159929.24,104.69
158023,5951841.5,2159925.07,103.18
158024,5951845.24,2159923.5300000003,102.62
158025,5951845.05,2159923.7600000002,102.69
158026,5951844.26,2159923.83,102.76
158027,5951843.37,2159924.42,102.92
158028,5951846.95,2159923.0100000002,102.53
158029,5951845.8,2159923.37,102.56
158030,5951847.54,2159922.71,102.33
158031,5951848.49,2159922.42,102.26
158032,5951805.61,2159938.66,103.48
158033,5951805.74,2159938.56,99.02
158034,5951806.0,2159938.62,100.13
158035,5951806.23,2159938.72,100.98
158036,5951805.7700000005,2159938.62,101.48
158037,5951806.04,2159938.66,102.85000000000001
158038,5951805.8100000005,2159938.89,103.71000000000001
